wavelength      spectral_flux_density
um              W/m^2/um
3.794125e+00    7.061831e+05
3.813095e+00    6.910281e+05
3.832161e+00    6.769654e+05
3.851322e+00    6.670387e+05
3.870578e+00    6.560268e+05
3.889931e+00    6.392665e+05
3.909381e+00    6.244637e+05
3.928928e+00    6.171601e+05
3.948572e+00    6.090197e+05
3.968315e+00    5.968207e+05
3.988157e+00    5.834506e+05
4.008098e+00    5.642690e+05
4.028138e+00    5.470678e+05
4.048279e+00    5.360581e+05
4.068520e+00    5.271244e+05
4.088863e+00    5.260066e+05
4.109307e+00    5.225742e+05
4.129854e+00    5.099741e+05
4.150503e+00    4.978886e+05
4.171255e+00    4.868961e+05
4.192112e+00    4.773266e+05
4.213072e+00    4.723657e+05
4.234138e+00    4.666335e+05
4.255308e+00    4.579872e+05
4.276585e+00    4.493999e+05
4.297968e+00    4.406185e+05
4.319458e+00    4.311956e+05
4.341055e+00    4.192190e+05
4.362760e+00    4.086160e+05
4.384574e+00    4.017301e+05
4.406497e+00    3.953489e+05
4.428529e+00    3.903286e+05
4.450672e+00    3.847971e+05
4.472925e+00    3.775370e+05
4.495290e+00    3.703879e+05
4.517766e+00    3.632947e+05
4.540355e+00    3.562879e+05
4.563057e+00    3.492695e+05
4.585872e+00    3.417811e+05
4.608802e+00    3.327032e+05
4.631846e+00    3.232708e+05
4.655005e+00    3.124479e+05
4.678280e+00    3.047217e+05
4.701671e+00    3.047869e+05
4.725180e+00    3.033878e+05
4.748806e+00    2.980496e+05
4.772550e+00    2.926630e+05
4.796412e+00    2.870018e+05
4.820394e+00    2.814567e+05
4.844496e+00    2.760352e+05
4.868719e+00    2.707200e+05
4.893062e+00    2.655117e+05
4.917528e+00    2.604080e+05
4.942115e+00    2.554129e+05
4.966826e+00    2.505074e+05
4.991660e+00    2.456811e+05
5.016618e+00    2.409402e+05
5.041701e+00    2.362734e+05
5.066910e+00    2.310510e+05
5.092245e+00    2.244961e+05
5.117706e+00    2.190207e+05
5.143294e+00    2.156531e+05
5.169011e+00    2.126063e+05
5.194856e+00    2.101871e+05
5.220830e+00    2.070726e+05
5.246934e+00    2.024831e+05
5.273169e+00    1.983275e+05
5.299535e+00    1.949423e+05
5.326032e+00    1.913015e+05
5.352663e+00    1.870992e+05
5.379426e+00    1.833201e+05
5.406323e+00    1.802703e+05
5.433355e+00    1.770918e+05
5.460521e+00    1.736241e+05
5.487824e+00    1.700415e+05
5.515263e+00    1.661895e+05
5.542839e+00    1.628501e+05
5.570554e+00    1.603640e+05
5.598406e+00    1.577219e+05
5.626398e+00    1.547736e+05
5.654530e+00    1.515489e+05
5.682803e+00    1.478094e+05
5.711217e+00    1.446688e+05
5.739773e+00    1.424723e+05
5.768472e+00    1.401627e+05
5.797314e+00    1.376426e+05
5.826301e+00    1.348461e+05
5.855433e+00    1.315767e+05
5.884710e+00    1.282239e+05
5.914133e+00    1.246954e+05
5.943704e+00    1.221105e+05
5.973422e+00    1.209319e+05
6.003290e+00    1.194947e+05
6.033306e+00    1.176534e+05
6.063473e+00    1.156527e+05
6.093790e+00    1.134001e+05
6.124259e+00    1.112056e+05
6.154880e+00    1.090744e+05
6.185655e+00    1.068913e+05
6.216583e+00    1.046166e+05
6.247666e+00    1.021645e+05
6.278904e+00    9.944924e+04
6.310299e+00    9.740394e+04
6.341850e+00    9.624284e+04
6.373559e+00    9.482692e+04
6.405427e+00    9.306285e+04
6.437454e+00    9.130627e+04
6.469642e+00    8.954883e+04
6.501990e+00    8.781843e+04
6.534500e+00    8.611256e+04
6.567172e+00    8.444177e+04
6.600008e+00    8.280592e+04
6.633008e+00    8.119026e+04
6.666173e+00    7.959161e+04
6.699504e+00    7.777837e+04
6.733001e+00    7.570360e+04
6.766667e+00    7.407439e+04
6.800500e+00    7.295605e+04
6.834502e+00    7.183276e+04
6.868675e+00    7.070066e+04
6.903018e+00    6.944812e+04
6.937533e+00    6.805646e+04
6.972221e+00    6.674236e+04
7.007082e+00    6.551051e+04
7.042117e+00    6.423561e+04
7.077328e+00    6.291184e+04
7.112715e+00    6.169685e+04
7.148278e+00    6.059507e+04
7.184020e+00    5.942994e+04
7.219940e+00    5.819788e+04
7.256039e+00    5.703208e+04
7.292320e+00    5.593265e+04
7.328781e+00    5.484709e+04
7.365425e+00    5.377501e+04
7.402252e+00    5.234085e+04
7.439264e+00    5.056180e+04
7.476460e+00    4.929908e+04
7.513842e+00    4.852326e+04
7.551411e+00    4.796669e+04
7.589168e+00    4.762104e+04
7.627114e+00    4.698970e+04
7.665250e+00    4.609101e+04
7.703576e+00    4.513062e+04
7.742094e+00    4.411649e+04
7.780804e+00    4.324139e+04
7.819708e+00    4.249072e+04
7.858807e+00    4.173474e+04
7.898101e+00    4.097565e+04
7.937592e+00    4.020490e+04
7.977280e+00    3.942614e+04
8.017166e+00    3.863711e+04
8.057252e+00    3.784193e+04
8.097538e+00    3.700142e+04
8.138026e+00    3.612743e+04
8.178716e+00    3.543279e+04
8.219609e+00    3.488415e+04
8.260707e+00    3.427878e+04
8.302011e+00    3.363071e+04
8.343521e+00    3.298171e+04
8.385239e+00    3.233472e+04
8.427165e+00    3.170428e+04
8.469301e+00    3.108917e+04
8.511647e+00    3.047547e+04
8.554205e+00    2.986582e+04
8.596976e+00    2.918295e+04
8.639961e+00    2.845181e+04
8.683161e+00    2.777553e+04
8.726577e+00    2.714218e+04
8.770210e+00    2.669039e+04
8.814061e+00    2.636792e+04
8.858131e+00    2.597021e+04
8.902422e+00    2.552234e+04
8.946934e+00    2.504551e+04
8.991669e+00    2.455216e+04
9.036627e+00    2.407276e+04
9.081810e+00    2.360559e+04
9.127219e+00    2.314921e+04
9.172855e+00    2.270279e+04
9.218720e+00    2.224809e+04
9.264813e+00    2.179150e+04
9.311137e+00    2.128740e+04
9.357693e+00    2.075882e+04
9.404481e+00    2.036434e+04
9.451504e+00    2.005344e+04
9.498761e+00    1.971265e+04
9.546255e+00    1.935639e+04
9.593986e+00    1.900210e+04
9.641956e+00    1.865160e+04
9.690166e+00    1.828964e+04
9.738617e+00    1.792419e+04
9.787310e+00    1.755537e+04
9.836247e+00    1.718802e+04
9.885428e+00    1.686101e+04
9.934855e+00    1.655865e+04
9.984529e+00    1.624662e+04
1.003445e+01    1.593216e+04
1.008462e+01    1.561731e+04
1.013505e+01    1.530521e+04
1.018572e+01    1.498049e+04
1.023665e+01    1.465275e+04
1.028783e+01    1.436996e+04
1.033927e+01    1.411217e+04
1.039097e+01    1.380175e+04
1.044292e+01    1.346941e+04
1.049514e+01    1.319986e+04
1.054761e+01    1.296284e+04
1.060035e+01    1.274555e+04
1.065335e+01    1.253941e+04
1.070662e+01    1.228491e+04
1.076015e+01    1.201126e+04
1.081396e+01    1.178074e+04
1.086803e+01    1.157179e+04
1.092237e+01    1.136022e+04
1.097698e+01    1.114967e+04
1.103186e+01    1.093422e+04
1.108702e+01    1.071904e+04
1.114246e+01    1.049667e+04
1.119817e+01    1.027400e+04
1.125416e+01    1.002105e+04
1.131043e+01    9.759726e+03
1.136698e+01    9.596556e+03
1.142382e+01    9.474003e+03
1.148094e+01    9.289936e+03
1.153834e+01    9.084263e+03
1.159603e+01    8.924417e+03
1.165401e+01    8.783626e+03
1.171228e+01    8.620036e+03
1.177084e+01    8.449945e+03
1.182970e+01    8.287899e+03
1.188885e+01    8.130710e+03
1.194829e+01    7.972486e+03
1.200803e+01    7.815881e+03
1.206807e+01    7.657141e+03
1.212841e+01    7.499780e+03
1.218906e+01    7.345837e+03
1.225000e+01    7.195116e+03
1.231125e+01    7.006525e+03
1.237281e+01    6.809236e+03
1.243467e+01    6.694827e+03
1.249684e+01    6.607962e+03
1.255933e+01    6.484340e+03
1.262213e+01    6.350972e+03
1.268524e+01    6.245749e+03
1.274866e+01    6.150209e+03
1.281241e+01    6.036849e+03
1.287647e+01    5.919753e+03
1.294085e+01    5.803021e+03
1.300555e+01    5.688031e+03
1.307058e+01    5.569913e+03
1.313593e+01    5.452705e+03
1.320161e+01    5.347547e+03
1.326762e+01    5.247083e+03
1.333396e+01    5.147772e+03
1.340063e+01    5.050144e+03
1.346763e+01    4.951825e+03
1.353497e+01    4.854754e+03
1.360265e+01    4.758964e+03
1.367066e+01    4.664905e+03
1.373901e+01    4.571255e+03
1.380771e+01    4.479127e+03
1.387675e+01    4.383749e+03
1.394613e+01    4.289183e+03
1.401586e+01    4.201642e+03
1.408594e+01    4.117042e+03
1.415637e+01    4.030694e+03
1.422715e+01    3.945385e+03
1.429829e+01    3.880635e+03
1.436978e+01    3.821041e+03
1.444163e+01    3.749841e+03
1.451384e+01    3.677346e+03
1.458641e+01    3.603886e+03
1.465934e+01    3.531413e+03
1.473263e+01    3.460809e+03
1.480630e+01    3.391697e+03
1.488033e+01    3.318020e+03
1.495473e+01    3.244827e+03
1.502950e+01    3.185958e+03
1.510465e+01    3.130475e+03
1.518017e+01    3.070750e+03
1.525608e+01    3.011254e+03
1.533236e+01    2.953479e+03
1.540902e+01    2.896908e+03
1.548606e+01    2.839835e+03
1.556349e+01    2.783631e+03
1.564131e+01    2.727062e+03
1.571952e+01    2.671414e+03
1.579812e+01    2.618140e+03
1.587711e+01    2.566113e+03
1.595649e+01    2.515359e+03
1.603627e+01    2.465643e+03
1.611645e+01    2.403557e+03
1.619704e+01    2.341238e+03
1.627802e+01    2.298686e+03
1.635941e+01    2.259272e+03
1.644121e+01    2.219605e+03
1.652342e+01    2.180519e+03
1.660603e+01    2.140053e+03
1.668906e+01    2.100095e+03
1.677251e+01    2.048482e+03
1.685637e+01    1.996771e+03
1.694065e+01    1.966620e+03
1.702536e+01    1.939074e+03
1.711048e+01    1.904002e+03
1.719604e+01    1.868780e+03
1.728202e+01    1.831873e+03
1.736843e+01    1.795477e+03
1.745527e+01    1.757683e+03
1.754254e+01    1.720499e+03
1.763026e+01    1.687691e+03
1.771841e+01    1.655802e+03
1.780700e+01    1.624285e+03
1.789603e+01    1.593351e+03
1.798551e+01    1.561748e+03
1.807544e+01    1.530683e+03
1.816582e+01    1.500852e+03
1.825665e+01    1.471642e+03
1.834793e+01    1.441456e+03
1.843967e+01    1.411797e+03
1.853187e+01    1.377565e+03
1.862453e+01    1.343886e+03
1.871765e+01    1.322103e+03
1.881124e+01    1.301213e+03
1.890530e+01    1.270823e+03
1.899982e+01    1.240722e+03
1.909482e+01    1.220290e+03
1.919030e+01    1.200535e+03
1.928625e+01    1.178477e+03
1.938268e+01    1.156737e+03
1.947959e+01    1.133877e+03
1.957699e+01    1.111427e+03
1.967488e+01    1.090061e+03
1.977325e+01    1.069120e+03
1.987212e+01    1.048046e+03
1.997148e+01    1.027378e+03
2.007133e+01    1.007058e+03
2.017169e+01    9.871393e+02
2.027255e+01    9.671530e+02
2.037391e+01    9.475680e+02
2.047578e+01    9.283924e+02
2.057816e+01    9.096048e+02
2.068105e+01    8.912234e+02
2.078446e+01    8.732086e+02
2.088838e+01    8.549261e+02
2.099282e+01    8.370638e+02
2.109778e+01    8.224870e+02
2.120327e+01    8.081338e+02
2.130929e+01    7.923538e+02
2.141584e+01    7.768709e+02
2.152292e+01    7.612169e+02
2.163053e+01    7.458593e+02
2.173868e+01    7.301464e+02
2.184738e+01    7.148169e+02
2.195661e+01    7.013513e+02
2.206640e+01    6.879307e+02
2.217673e+01    6.694999e+02
2.228761e+01    6.519001e+02
2.239905e+01    6.422609e+02
2.251104e+01    6.326823e+02
2.262360e+01    6.216184e+02
2.273672e+01    6.106828e+02
2.285040e+01    5.987769e+02
2.296465e+01    5.870914e+02
2.307948e+01    5.754450e+02
2.319487e+01    5.640118e+02
2.331085e+01    5.525431e+02
2.342740e+01    5.412353e+02
2.354454e+01    5.291736e+02
2.366226e+01    5.174198e+02
2.378057e+01    5.064206e+02
2.389948e+01    4.958736e+02
2.401897e+01    4.881196e+02
2.413907e+01    4.803340e+02
2.425976e+01    4.709891e+02
2.438106e+01    4.618115e+02
2.450297e+01    4.526640e+02
2.462548e+01    4.436777e+02
2.474861e+01    4.346765e+02
2.487235e+01    4.258752e+02
2.499672e+01    4.174097e+02
2.512170e+01    4.091383e+02
2.524731e+01    4.012540e+02
2.537354e+01    3.935031e+02
2.550041e+01    3.857487e+02
2.562791e+01    3.781261e+02
2.575605e+01    3.704895e+02
2.588483e+01    3.629259e+02
2.601426e+01    3.549139e+02
2.614433e+01    3.472519e+02
2.627505e+01    3.409806e+02
2.640643e+01    3.347354e+02
2.653846e+01    3.280143e+02
2.667115e+01    3.215273e+02
2.680451e+01    3.158113e+02
2.693853e+01    3.101079e+02
2.707322e+01    3.039544e+02
2.720859e+01    2.978686e+02
2.734463e+01    2.915810e+02
2.748135e+01    2.853115e+02
2.761876e+01    2.785234e+02
2.775685e+01    2.721773e+02
2.789564e+01    2.675179e+02
2.803512e+01    2.628679e+02
2.817529e+01    2.579260e+02
2.831617e+01    2.529995e+02
2.845775e+01    2.477727e+02
2.860004e+01    2.424890e+02
2.874304e+01    2.365108e+02
2.888675e+01    2.310738e+02
2.903119e+01    2.276333e+02
2.917634e+01    2.240719e+02
2.932223e+01    2.197755e+02
2.946884e+01    2.153589e+02
2.961618e+01    2.101357e+02
2.976426e+01    2.051741e+02
2.991308e+01    2.009067e+02
3.006265e+01    1.969675e+02
3.021296e+01    1.941022e+02
3.036403e+01    1.910923e+02
3.051585e+01    1.873785e+02
3.066843e+01    1.837245e+02
3.082177e+01    1.800929e+02
3.097588e+01    1.765338e+02
3.113076e+01    1.730476e+02
3.128641e+01    1.696199e+02
3.144284e+01    1.662217e+02
3.160006e+01    1.628805e+02
3.175806e+01    1.595665e+02
3.191685e+01    1.562538e+02
3.207643e+01    1.527813e+02
3.223681e+01    1.495469e+02
3.239800e+01    1.469227e+02
3.255999e+01    1.442810e+02
3.272279e+01    1.414790e+02
3.288640e+01    1.387224e+02
3.305083e+01    1.359911e+02
3.321609e+01    1.332960e+02
3.338217e+01    1.306002e+02
3.354908e+01    1.279720e+02
3.371682e+01    1.254361e+02
3.388541e+01    1.229560e+02
3.405484e+01    1.205412e+02
3.422511e+01    1.181628e+02
3.439623e+01    1.158001e+02
3.456822e+01    1.134678e+02
3.474106e+01    1.111355e+02
3.491476e+01    1.088715e+02
3.508934e+01    1.067088e+02
3.526478e+01    1.045976e+02
3.544111e+01    1.025507e+02
3.561831e+01    1.005351e+02
3.579640e+01    9.853665e+01
3.597539e+01    9.650480e+01
3.615526e+01    9.433125e+01
3.633604e+01    9.227732e+01
3.651772e+01    9.044145e+01
3.670031e+01    8.865832e+01
3.688381e+01    8.694921e+01
3.706823e+01    8.529464e+01
3.725357e+01    8.372211e+01
3.743984e+01    8.216321e+01
3.762704e+01    8.059825e+01
3.781517e+01    7.903498e+01
3.800425e+01    7.743930e+01
3.819427e+01    7.585796e+01
3.838524e+01    7.426997e+01
3.857717e+01    7.267333e+01
3.877005e+01    7.102204e+01
3.896390e+01    6.953515e+01
3.915872e+01    6.834395e+01
3.935452e+01    6.713914e+01
3.955129e+01    6.588625e+01
3.974904e+01    6.463300e+01
3.994779e+01    6.335633e+01
4.014753e+01    6.210804e+01
4.034827e+01    6.089050e+01
4.055001e+01    5.968952e+01
4.075276e+01    5.849829e+01
4.095652e+01    5.732890e+01
4.116130e+01    5.617924e+01
4.136711e+01    5.503803e+01
4.157395e+01    5.389342e+01
4.178182e+01    5.279130e+01
4.199073e+01    5.174499e+01
4.220068e+01    5.073343e+01
4.241168e+01    4.976608e+01
4.262374e+01    4.880390e+01
4.283686e+01    4.783766e+01
4.305104e+01    4.688705e+01
4.326630e+01    4.594946e+01
4.348263e+01    4.503020e+01
4.370004e+01    4.412866e+01
4.391854e+01    4.325100e+01
4.413814e+01    4.240015e+01
4.435883e+01    4.155397e+01
4.458062e+01    4.070578e+01
4.480352e+01    3.981071e+01
4.502754e+01    3.883715e+01
4.525268e+01    3.799526e+01
4.547894e+01    3.733415e+01
4.570634e+01    3.667646e+01
4.593487e+01    3.601842e+01
4.616454e+01    3.534070e+01
4.639537e+01    3.463031e+01
4.662734e+01    3.392823e+01
4.686048e+01    3.323196e+01
4.709478e+01    3.257289e+01
4.733026e+01    3.195866e+01
4.756691e+01    3.134111e+01
4.780474e+01    3.071528e+01
4.804377e+01    3.010438e+01
4.828398e+01    2.950886e+01
4.852540e+01    2.891576e+01
4.876803e+01    2.832236e+01
4.901187e+01    2.769170e+01
4.925693e+01    2.701225e+01
4.950322e+01    2.644831e+01
4.975073e+01    2.602024e+01
4.999949e+01    2.557123e+01
5.024948e+01    2.509573e+01
5.050073e+01    2.461580e+01
5.075323e+01    2.412909e+01
5.100700e+01    2.365074e+01
5.126204e+01    2.318036e+01
5.151835e+01    2.271660e+01
5.177594e+01    2.225896e+01
5.203482e+01    2.177418e+01
5.229499e+01    2.125893e+01
5.255647e+01    2.081769e+01
5.281925e+01    2.045437e+01
5.308334e+01    2.008435e+01
5.334876e+01    1.970682e+01
5.361551e+01    1.932217e+01
5.388358e+01    1.892987e+01
5.415300e+01    1.853731e+01
5.442377e+01    1.814429e+01
5.469588e+01    1.777500e+01
5.496936e+01    1.742902e+01
5.524421e+01    1.706434e+01
5.552043e+01    1.668180e+01
5.579803e+01    1.635626e+01
5.607702e+01    1.608494e+01
5.635741e+01    1.579175e+01
5.663920e+01    1.547844e+01
5.692239e+01    1.517218e+01
5.720700e+01    1.487276e+01
5.749304e+01    1.457401e+01
5.778050e+01    1.427641e+01
5.806941e+01    1.399105e+01
5.835975e+01    1.371699e+01
5.865155e+01    1.344785e+01
5.894481e+01    1.318358e+01
5.923953e+01    1.292254e+01
5.953573e+01    1.266495e+01
5.983341e+01    1.241185e+01
6.013258e+01    1.216325e+01
6.043324e+01    1.191807e+01
6.073541e+01    1.167652e+01
6.103908e+01    1.143189e+01
6.134428e+01    1.118581e+01
6.165100e+01    1.094459e+01
6.195926e+01    1.070821e+01
6.226905e+01    1.050718e+01
6.258040e+01    1.033392e+01
6.289330e+01    1.014411e+01
6.320777e+01    9.942738e+00
6.352380e+01    9.743966e+00
6.384142e+01    9.548107e+00
6.416063e+01    9.349353e+00
6.448143e+01    9.149658e+00
6.480384e+01    8.959865e+00
6.512786e+01    8.778122e+00
6.545350e+01    8.607773e+00
6.578077e+01    8.446250e+00
6.610967e+01    8.281344e+00
6.644022e+01    8.115166e+00
6.677242e+01    7.941934e+00
6.710628e+01    7.765289e+00
6.744181e+01    7.614218e+00
6.777902e+01    7.480685e+00
6.811792e+01    7.336361e+00
6.845851e+01    7.186178e+00
6.880080e+01    7.034657e+00
6.914480e+01    6.883489e+00
6.949053e+01    6.751554e+00
6.983798e+01    6.632279e+00
7.018717e+01    6.505600e+00
7.053811e+01    6.375456e+00
7.089080e+01    6.248904e+00
7.124525e+01    6.125462e+00
7.160148e+01    6.004203e+00
7.195948e+01    5.885194e+00
7.231928e+01    5.767874e+00
7.268088e+01    5.652503e+00
7.304428e+01    5.539335e+00
7.340950e+01    5.428372e+00
7.377655e+01    5.319307e+00
7.414543e+01    5.212253e+00
7.451616e+01    5.107696e+00
7.488874e+01    5.005422e+00
7.526319e+01    4.898696e+00
7.563950e+01    4.790788e+00
7.601770e+01    4.684633e+00
7.639779e+01    4.580505e+00
7.677978e+01    4.497460e+00
7.716368e+01    4.425547e+00
7.754949e+01    4.343122e+00
7.793724e+01    4.256415e+00
7.832693e+01    4.172100e+00
7.871856e+01    4.089779e+00
7.911216e+01    4.009628e+00
7.950772e+01    3.931307e+00
7.990526e+01    3.850452e+00
8.030478e+01    3.769366e+00
8.070631e+01    3.694014e+00
8.110984e+01    3.622007e+00
8.151539e+01    3.550945e+00
8.192296e+01    3.481072e+00
8.233258e+01    3.411942e+00
8.274424e+01    3.343911e+00
8.315796e+01    3.276890e+00
8.357375e+01    3.211065e+00
8.399162e+01    3.146580e+00
8.441158e+01    3.083396e+00
8.483364e+01    3.021900e+00
8.525780e+01    2.961800e+00
8.568409e+01    2.902723e+00
8.611251e+01    2.844757e+00
8.654308e+01    2.787681e+00
8.697579e+01    2.731648e+00
8.741067e+01    2.674844e+00
8.784772e+01    2.618506e+00
8.828696e+01    2.559141e+00
8.872840e+01    2.499578e+00
8.917204e+01    2.453124e+00
8.961790e+01    2.411758e+00
9.006599e+01    2.367572e+00
9.051632e+01    2.322963e+00
9.096890e+01    2.276867e+00
9.142375e+01    2.230893e+00
9.188086e+01    2.181440e+00
9.234027e+01    2.131624e+00
9.280197e+01    2.091117e+00
9.326598e+01    2.054033e+00
9.373231e+01    2.014476e+00
9.420097e+01    1.974697e+00
9.467198e+01    1.933872e+00
9.514534e+01    1.893332e+00
9.562106e+01    1.857234e+00
9.609917e+01    1.822899e+00
9.657966e+01    1.787318e+00
9.706256e+01    1.751887e+00
9.754787e+01    1.716848e+00
9.803561e+01    1.682422e+00
9.852579e+01    1.648908e+00
9.901842e+01    1.616122e+00
9.951351e+01    1.583585e+00
1.000111e+02    1.551596e+00
1.005111e+02    1.519797e+00
1.010137e+02    1.488531e+00
1.015188e+02    1.458749e+00
1.020264e+02    1.429772e+00
1.025365e+02    1.400911e+00
1.030492e+02    1.372522e+00
1.035644e+02    1.345044e+00
1.040822e+02    1.318195e+00
1.046026e+02    1.292570e+00
1.051257e+02    1.267600e+00
1.056513e+02    1.242506e+00
1.061795e+02    1.217776e+00
1.067104e+02    1.193404e+00
1.072440e+02    1.169490e+00
1.077802e+02    1.146709e+00
1.083191e+02    1.124505e+00
1.088607e+02    1.101643e+00
1.094050e+02    1.079030e+00
1.099520e+02    1.055259e+00
1.105018e+02    1.031701e+00
1.110543e+02    1.007237e+00
1.116096e+02    9.830903e-01
1.121676e+02    9.673732e-01
1.127285e+02    9.533185e-01
1.132921e+02    9.355102e-01
1.138586e+02    9.173568e-01
1.144279e+02    8.987280e-01
1.150000e+02    8.803412e-01
1.155750e+02    8.627083e-01
1.161529e+02    8.454883e-01
1.167336e+02    8.288046e-01
1.173173e+02    8.124792e-01
1.179039e+02    7.961119e-01
1.184934e+02    7.800215e-01
1.190859e+02    7.642212e-01
1.196813e+02    7.487361e-01
1.202797e+02    7.341680e-01
1.208811e+02    7.199633e-01
1.214855e+02    7.056558e-01
1.220930e+02    6.915849e-01
1.227034e+02    6.777411e-01
1.233169e+02    6.641681e-01
1.239335e+02    6.508786e-01
1.245532e+02    6.378563e-01
1.251760e+02    6.250816e-01
1.258018e+02    6.125614e-01
1.264308e+02    6.002879e-01
1.270630e+02    5.882598e-01
1.276983e+02    5.762762e-01
1.283368e+02    5.645179e-01
1.289785e+02    5.525465e-01
1.296234e+02    5.407882e-01
1.302715e+02    5.301622e-01
1.309229e+02    5.198197e-01
1.315775e+02    5.085715e-01
1.322354e+02    4.974797e-01
1.328965e+02    4.887241e-01
1.335610e+02    4.802765e-01
1.342288e+02    4.708159e-01
1.349000e+02    4.614635e-01
1.355745e+02    4.520027e-01
1.362523e+02    4.427176e-01
1.369336e+02    4.336251e-01
1.376183e+02    4.247194e-01
1.383064e+02    4.155817e-01
1.389979e+02    4.066193e-01
1.396929e+02    3.994761e-01
1.403913e+02    3.925331e-01
1.410933e+02    3.847539e-01
1.417988e+02    3.770902e-01
1.425078e+02    3.695382e-01
1.432203e+02    3.621361e-01
1.439364e+02    3.548548e-01
1.446561e+02    3.477192e-01
1.453794e+02    3.407099e-01
1.461063e+02    3.338415e-01
1.468368e+02    3.271082e-01
1.475710e+02    3.205105e-01
1.483088e+02    3.138290e-01
1.490504e+02    3.072835e-01
1.497956e+02    3.013249e-01
1.505446e+02    2.954862e-01
1.512973e+02    2.897296e-01
1.520538e+02    2.840849e-01
1.528141e+02    2.783513e-01
1.535782e+02    2.727302e-01
1.543460e+02    2.666155e-01
1.551178e+02    2.606488e-01
1.558934e+02    2.558903e-01
1.566728e+02    2.512153e-01
1.574562e+02    2.463994e-01
1.582435e+02    2.416718e-01
1.590347e+02    2.368405e-01
1.598299e+02    2.321057e-01
1.606290e+02    2.274647e-01
1.614322e+02    2.229163e-01
1.622393e+02    2.184521e-01
1.630505e+02    2.140769e-01
1.638658e+02    2.097760e-01
1.646851e+02    2.055604e-01
1.655085e+02    2.014027e-01
1.663361e+02    1.973272e-01
1.671677e+02    1.932965e-01
1.680036e+02    1.893282e-01
1.688436e+02    1.850671e-01
1.696878e+02    1.809471e-01
1.705363e+02    1.776848e-01
1.713889e+02    1.744694e-01
1.722459e+02    1.711278e-01
1.731071e+02    1.678408e-01
1.739726e+02    1.644822e-01
1.748425e+02    1.611898e-01
1.757167e+02    1.579513e-01
1.765953e+02    1.547824e-01
1.774783e+02    1.517329e-01
1.783657e+02    1.487332e-01
1.792575e+02    1.456748e-01
1.801538e+02    1.426709e-01
1.810546e+02    1.396381e-01
1.819598e+02    1.367067e-01
1.828696e+02    1.342048e-01
1.837840e+02    1.317264e-01
1.847029e+02    1.290839e-01
1.856264e+02    1.264944e-01
1.865545e+02    1.239572e-01
1.874873e+02    1.214742e-01
1.884248e+02    1.190682e-01
1.893669e+02    1.167071e-01
1.903137e+02    1.143697e-01
1.912653e+02    1.120783e-01
1.922216e+02    1.098261e-01
1.931827e+02    1.076111e-01
1.941486e+02    1.053820e-01
1.951194e+02    1.032201e-01
1.960950e+02    1.012483e-01
1.970754e+02    9.929896e-02
1.980608e+02    9.728750e-02
1.990511e+02    9.531798e-02
2.000464e+02    9.339591e-02
2.010466e+02    9.150749e-02
2.020518e+02    8.962636e-02
2.030621e+02    8.776689e-02
2.040774e+02    8.584707e-02
2.050978e+02    8.402484e-02
2.061233e+02    8.255310e-02
2.071539e+02    8.106451e-02
2.081897e+02    7.937294e-02
2.092306e+02    7.772723e-02
2.102768e+02    7.617044e-02
2.113282e+02    7.465678e-02
2.123848e+02    7.323303e-02
2.134467e+02    7.182555e-02
2.145140e+02    7.039258e-02
2.155865e+02    6.899032e-02
2.166645e+02    6.762588e-02
2.177478e+02    6.627865e-02
2.188365e+02    6.491422e-02
2.199307e+02    6.357565e-02
2.210304e+02    6.225499e-02
2.221355e+02    6.098023e-02
2.232462e+02    5.980942e-02
2.243624e+02    5.865412e-02
2.254842e+02    5.749268e-02
2.266117e+02    5.635236e-02
2.277447e+02    5.522726e-02
2.288834e+02    5.412376e-02
2.300279e+02    5.303895e-02
2.311780e+02    5.197624e-02
2.323339e+02    5.093612e-02
2.334956e+02    4.991677e-02
2.346630e+02    4.891763e-02
2.358363e+02    4.793786e-02
2.370155e+02    4.697549e-02
2.382006e+02    4.602533e-02
2.393916e+02    4.507017e-02
2.405886e+02    4.412429e-02
2.417915e+02    4.316340e-02
2.430005e+02    4.224820e-02
2.442155e+02    4.143220e-02
2.454365e+02    4.063818e-02
2.466637e+02    3.987891e-02
2.478971e+02    3.911833e-02
2.491365e+02    3.832498e-02
2.503822e+02    3.755547e-02
2.516341e+02    3.682444e-02
2.528923e+02    3.610430e-02
2.541568e+02    3.538856e-02
2.554275e+02    3.468544e-02
2.567047e+02    3.399183e-02
2.579882e+02    3.331199e-02
2.592781e+02    3.264546e-02
2.605745e+02    3.199202e-02
2.618774e+02    3.135100e-02
2.631868e+02    3.072291e-02
2.645027e+02    3.010765e-02
2.658252e+02    2.950482e-02
2.671544e+02    2.891438e-02
2.684901e+02    2.833777e-02
2.698326e+02    2.777764e-02
2.711818e+02    2.722402e-02
2.725377e+02    2.667038e-02
2.739004e+02    2.612087e-02
2.752699e+02    2.556579e-02
2.766462e+02    2.503806e-02
2.780294e+02    2.455720e-02
2.794196e+02    2.407940e-02
2.808167e+02    2.359694e-02
2.822208e+02    2.312699e-02
2.836319e+02    2.267269e-02
2.850500e+02    2.221283e-02
2.864753e+02    2.173114e-02
2.879077e+02    2.127943e-02
2.893472e+02    2.087825e-02
2.907939e+02    2.048115e-02
2.922479e+02    2.008441e-02
2.937091e+02    1.969117e-02
