wavelength      spectral_flux_density
um              W/m^2/um
2.951777e+02    1.929723e-02
2.966536e+02    1.891107e-02
2.981368e+02    1.853243e-02
2.996275e+02    1.816137e-02
3.011257e+02    1.779774e-02
3.026313e+02    1.744137e-02
3.041444e+02    1.709208e-02
3.056652e+02    1.674969e-02
3.071935e+02    1.641399e-02
3.087295e+02    1.608281e-02
3.102731e+02    1.575433e-02
3.118245e+02    1.542764e-02
3.133836e+02    1.509909e-02
3.149505e+02    1.479272e-02
3.165253e+02    1.451881e-02
3.181079e+02    1.424317e-02
3.196984e+02    1.396127e-02
3.212969e+02    1.368382e-02
3.229034e+02    1.341005e-02
3.245179e+02    1.314172e-02
3.261405e+02    1.287870e-02
3.277712e+02    1.262098e-02
3.294101e+02    1.236846e-02
3.310571e+02    1.212034e-02
3.327124e+02    1.187616e-02
3.343760e+02    1.162720e-02
3.360479e+02    1.136874e-02
3.377281e+02    1.113450e-02
3.394167e+02    1.093261e-02
3.411138e+02    1.072795e-02
3.428194e+02    1.051774e-02
3.445335e+02    1.030915e-02
3.462562e+02    1.010111e-02
3.479874e+02    9.896895e-03
3.497274e+02    9.696285e-03
3.514760e+02    9.498417e-03
3.532334e+02    9.302771e-03
3.549996e+02    9.116305e-03
3.567746e+02    8.940497e-03
3.585584e+02    8.767965e-03
3.603512e+02    8.598615e-03
3.621530e+02    8.429037e-03
3.639637e+02    8.258292e-03
3.657836e+02    8.091495e-03
3.676125e+02    7.928684e-03
3.694505e+02    7.769493e-03
3.712978e+02    7.613925e-03
3.731543e+02    7.461504e-03
3.750200e+02    7.312173e-03
3.768951e+02    7.165840e-03
3.787796e+02    7.022446e-03
3.806735e+02    6.881849e-03
3.825769e+02    6.743983e-03
3.844898e+02    6.608771e-03
3.864122e+02    6.476145e-03
3.883443e+02    6.341691e-03
3.902860e+02    6.205004e-03
3.922374e+02    6.078598e-03
3.941986e+02    5.962833e-03
3.961696e+02    5.845661e-03
3.981505e+02    5.726903e-03
4.001412e+02    5.613494e-03
4.021419e+02    5.505432e-03
4.041526e+02    5.397926e-03
4.061734e+02    5.290943e-03
4.082043e+02    5.185628e-03
4.102453e+02    5.081953e-03
4.122965e+02    4.980308e-03
4.143580e+02    4.880655e-03
4.164298e+02    4.782979e-03
4.185119e+02    4.687241e-03
4.206045e+02    4.593483e-03
4.227075e+02    4.501663e-03
4.248211e+02    4.411659e-03
4.269452e+02    4.323437e-03
4.290799e+02    4.236931e-03
4.312253e+02    4.152111e-03
4.333814e+02    4.069001e-03
4.355483e+02    3.987565e-03
4.377261e+02    3.907631e-03
4.399147e+02    3.829188e-03
4.421143e+02    3.751472e-03
4.443248e+02    3.674599e-03
4.465465e+02    3.598755e-03
4.487792e+02    3.524012e-03
4.510231e+02    3.451960e-03
4.532782e+02    3.382327e-03
4.555446e+02    3.317058e-03
4.578223e+02    3.255464e-03
4.601114e+02    3.192545e-03
4.624120e+02    3.128869e-03
4.647240e+02    3.066347e-03
4.670477e+02    3.004984e-03
4.693829e+02    2.944863e-03
4.717298e+02    2.885955e-03
4.740885e+02    2.828232e-03
4.764589e+02    2.771669e-03
4.788412e+02    2.716214e-03
4.812354e+02    2.661852e-03
4.836416e+02    2.608580e-03
4.860598e+02    2.556376e-03
4.884901e+02    2.505179e-03
4.909325e+02    2.454979e-03
4.933872e+02    2.405230e-03
4.958541e+02    2.356104e-03
4.983334e+02    2.308676e-03
5.008251e+02    2.262675e-03
5.033292e+02    2.217978e-03
5.058459e+02    2.174422e-03
5.083751e+02    2.131213e-03
5.109170e+02    2.088530e-03
5.134715e+02    2.045184e-03
5.160389e+02    2.001770e-03
5.186191e+02    1.961583e-03
5.212122e+02    1.923647e-03
5.238182e+02    1.886376e-03
5.264373e+02    1.849786e-03
5.290695e+02    1.813232e-03
5.317149e+02    1.776998e-03
5.343734e+02    1.741507e-03
5.370453e+02    1.706735e-03
5.397305e+02    1.673296e-03
5.424292e+02    1.640880e-03
5.451413e+02    1.607670e-03
5.478670e+02    1.574333e-03
5.506064e+02    1.541877e-03
5.533594e+02    1.510196e-03
5.561262e+02    1.480171e-03
5.589068e+02    1.451285e-03
5.617014e+02    1.422631e-03
5.645099e+02    1.394368e-03
5.673324e+02    1.366550e-03
5.701691e+02    1.339228e-03
5.730199e+02    1.312444e-03
5.758850e+02    1.286193e-03
5.787645e+02    1.260447e-03
5.816583e+02    1.235205e-03
5.845666e+02    1.209645e-03
5.874894e+02    1.184215e-03
5.904269e+02    1.160320e-03
5.933790e+02    1.137379e-03
5.963459e+02    1.115344e-03
5.993276e+02    1.093943e-03
6.023243e+02    1.072352e-03
6.053359e+02    1.050917e-03
6.083626e+02    1.029913e-03
6.114044e+02    1.009330e-03
6.144614e+02    9.891539e-04
6.175337e+02    9.693797e-04
6.206214e+02    9.499927e-04
6.237245e+02    9.309900e-04
6.268431e+02    9.123690e-04
6.299773e+02    8.941210e-04
6.331272e+02    8.762493e-04
6.362928e+02    8.587392e-04
6.394743e+02    8.415688e-04
6.426717e+02    8.247376e-04
6.458850e+02    8.082523e-04
6.491145e+02    7.921001e-04
6.523600e+02    7.762585e-04
6.556218e+02    7.607291e-04
6.588999e+02    7.454331e-04
6.621944e+02    7.304167e-04
6.655054e+02    7.151039e-04
6.688329e+02    6.999004e-04
6.721771e+02    6.863138e-04
6.755380e+02    6.734385e-04
6.789157e+02    6.602755e-04
6.823103e+02    6.471918e-04
6.857218e+02    6.342830e-04
6.891504e+02    6.216041e-04
6.925962e+02    6.091797e-04
6.960591e+02    5.970039e-04
6.995394e+02    5.850692e-04
7.030371e+02    5.733723e-04
7.065523e+02    5.619096e-04
7.100851e+02    5.506760e-04
7.136355e+02    5.396636e-04
7.172037e+02    5.288705e-04
7.207897e+02    5.182965e-04
7.243937e+02    5.079349e-04
7.280156e+02    4.977751e-04
7.316557e+02    4.878170e-04
7.353140e+02    4.780655e-04
7.389906e+02    4.685109e-04
7.426855e+02    4.591081e-04
7.463989e+02    4.498837e-04
7.501309e+02    4.404502e-04
7.538816e+02    4.311143e-04
7.576510e+02    4.227645e-04
7.614392e+02    4.147709e-04
7.652464e+02    4.066419e-04
7.690727e+02    3.986038e-04
7.729180e+02    3.906557e-04
7.767826e+02    3.828501e-04
7.806665e+02    3.751966e-04
7.845699e+02    3.676952e-04
7.884927e+02    3.603448e-04
7.924352e+02    3.531415e-04
7.963974e+02    3.460816e-04
8.003793e+02    3.391627e-04
8.043812e+02    3.323856e-04
8.084032e+02    3.257446e-04
8.124452e+02    3.192338e-04
8.165074e+02    3.128526e-04
8.205899e+02    3.065988e-04
8.246929e+02    3.004699e-04
8.288163e+02    2.944587e-04
8.329604e+02    2.885668e-04
8.371252e+02    2.827013e-04
8.413109e+02    2.769389e-04
8.455174e+02    2.712546e-04
8.497450e+02    2.656805e-04
8.539937e+02    2.605611e-04
8.582637e+02    2.555953e-04
8.625550e+02    2.505291e-04
8.668678e+02    2.455330e-04
8.712021e+02    2.406242e-04
8.755581e+02    2.358117e-04
8.799359e+02    2.310996e-04
8.843356e+02    2.264822e-04
8.887573e+02    2.219575e-04
8.932011e+02    2.175232e-04
8.976671e+02    2.131764e-04
9.021554e+02    2.089164e-04
9.066662e+02    2.047396e-04
9.111995e+02    2.006460e-04
9.157555e+02    1.966356e-04
9.203343e+02    1.927054e-04
9.249360e+02    1.888520e-04
9.295606e+02    1.850756e-04
9.342084e+02    1.813389e-04
9.388795e+02    1.776739e-04
9.435739e+02    1.739704e-04
9.482918e+02    1.703330e-04
9.530332e+02    1.670824e-04
9.577984e+02    1.639228e-04
9.625874e+02    1.606734e-04
9.674003e+02    1.574754e-04
9.722373e+02    1.543387e-04
9.770985e+02    1.512644e-04
9.819840e+02    1.483804e-04
9.868939e+02    1.455612e-04
9.918284e+02    1.425232e-04
9.967875e+02    1.395294e-04
1.001771e+03    1.367570e-04
1.006780e+03    1.340500e-04
1.011814e+03    1.314054e-04
1.016873e+03    1.288136e-04
1.021958e+03    1.262694e-04
1.027067e+03    1.237752e-04
1.032203e+03    1.213303e-04
1.037364e+03    1.189338e-04
1.042551e+03    1.165845e-04
1.047763e+03    1.142817e-04
1.053002e+03    1.120243e-04
1.058267e+03    1.098115e-04
1.063559e+03    1.076425e-04
1.068876e+03    1.055162e-04
1.074221e+03    1.034320e-04
1.079592e+03    1.013890e-04
1.084990e+03    9.938628e-05
1.090415e+03    9.742314e-05
1.095867e+03    9.549878e-05
1.101346e+03    9.361243e-05
1.106853e+03    9.176334e-05
1.112387e+03    8.995078e-05
1.117949e+03    8.817402e-05
1.123539e+03    8.643235e-05
1.129156e+03    8.472509e-05
1.134802e+03    8.305155e-05
1.140476e+03    8.141106e-05
1.146179e+03    7.980298e-05
1.151910e+03    7.822667e-05
1.157669e+03    7.668149e-05
1.163457e+03    7.516683e-05
1.169275e+03    7.368209e-05
1.175121e+03    7.222668e-05
1.180997e+03    7.080001e-05
1.186902e+03    6.940153e-05
1.192836e+03    6.803067e-05
1.198800e+03    6.668688e-05
1.204794e+03    6.536964e-05
1.210818e+03    6.407842e-05
1.216872e+03    6.281271e-05
1.222957e+03    6.157199e-05
1.229072e+03    6.035579e-05
1.235217e+03    5.916360e-05
1.241393e+03    5.799497e-05
1.247600e+03    5.684942e-05
1.253838e+03    5.572649e-05
1.260107e+03    5.462575e-05
1.266408e+03    5.354675e-05
1.272740e+03    5.248906e-05
1.279103e+03    5.145227e-05
1.285499e+03    5.043595e-05
1.291926e+03    4.943971e-05
1.298386e+03    4.846315e-05
1.304878e+03    4.750587e-05
1.311402e+03    4.656751e-05
1.317959e+03    4.564768e-05
1.324549e+03    4.474602e-05
1.331172e+03    4.386217e-05
1.337828e+03    4.299578e-05
1.344517e+03    4.214650e-05
1.351240e+03    4.131400e-05
1.357996e+03    4.049794e-05
1.364786e+03    3.969800e-05
1.371610e+03    3.891386e-05
1.378468e+03    3.814521e-05
1.385360e+03    3.739174e-05
1.392287e+03    3.665316e-05
1.399248e+03    3.592916e-05
1.406245e+03    3.521947e-05
1.413276e+03    3.452379e-05
1.420342e+03    3.384186e-05
1.427444e+03    3.317339e-05
1.434581e+03    3.251813e-05
1.441754e+03    3.187582e-05
1.448963e+03    3.124619e-05
1.456208e+03    3.062899e-05
1.463489e+03    3.002399e-05
1.470806e+03    2.943094e-05
1.478160e+03    2.884960e-05
1.485551e+03    2.827975e-05
1.492979e+03    2.772115e-05
1.500444e+03    2.717358e-05
1.507946e+03    2.663683e-05
1.515485e+03    2.611069e-05
1.523063e+03    2.559493e-05
1.530678e+03    2.508937e-05
1.538332e+03    2.459379e-05
1.546023e+03    2.410800e-05
1.553753e+03    2.363180e-05
1.561522e+03    2.316501e-05
1.569330e+03    2.270744e-05
1.577176e+03    2.225891e-05
1.585062e+03    2.181924e-05
1.592988e+03    2.138825e-05
1.600953e+03    2.096578e-05
1.608957e+03    2.055165e-05
1.617002e+03    2.014570e-05
1.625087e+03    1.974777e-05
1.633213e+03    1.935770e-05
1.641379e+03    1.897534e-05
1.649585e+03    1.860052e-05
1.657833e+03    1.823312e-05
1.666123e+03    1.787296e-05
1.674453e+03    1.751993e-05
1.682825e+03    1.717386e-05
1.691240e+03    1.683463e-05
1.699696e+03    1.650211e-05
1.708194e+03    1.617615e-05
1.716735e+03    1.585663e-05
1.725319e+03    1.554342e-05
1.733946e+03    1.523639e-05
1.742615e+03    1.493544e-05
1.751328e+03    1.464042e-05
1.760085e+03    1.435124e-05
1.768885e+03    1.406776e-05
1.777730e+03    1.378989e-05
1.786618e+03    1.351750e-05
1.795552e+03    1.325049e-05
1.804529e+03    1.298876e-05
1.813552e+03    1.273220e-05
1.822620e+03    1.248071e-05
1.831733e+03    1.223418e-05
1.840891e+03    1.199252e-05
1.850096e+03    1.175564e-05
1.859346e+03    1.152344e-05
1.868643e+03    1.129582e-05
1.877986e+03    1.107270e-05
1.887376e+03    1.085398e-05
1.896813e+03    1.063959e-05
1.906297e+03    1.042943e-05
1.915829e+03    1.022342e-05
1.925408e+03    1.002148e-05
1.935035e+03    9.823530e-06
1.944710e+03    9.629490e-06
1.954434e+03    9.439283e-06
1.964206e+03    9.252832e-06
1.974027e+03    9.070065e-06
1.983897e+03    8.890907e-06
1.993816e+03    8.715289e-06
2.003786e+03    8.543139e-06
2.013804e+03    8.374390e-06
2.023873e+03    8.208974e-06
2.033993e+03    8.046826e-06
2.044163e+03    7.887880e-06
2.054384e+03    7.732074e-06
2.064656e+03    7.579345e-06
2.074979e+03    7.429633e-06
2.085354e+03    7.282879e-06
2.095780e+03    7.139023e-06
2.106259e+03    6.998009e-06
2.116791e+03    6.859780e-06
2.127375e+03    6.724281e-06
2.138012e+03    6.591459e-06
2.148702e+03    6.461261e-06
2.159445e+03    6.333634e-06
2.170242e+03    6.208528e-06
2.181094e+03    6.085894e-06
2.191999e+03    5.965682e-06
2.202959e+03    5.847844e-06
2.213974e+03    5.732334e-06
2.225044e+03    5.619105e-06
2.236169e+03    5.508113e-06
2.247350e+03    5.399314e-06
2.258586e+03    5.292663e-06
2.269879e+03    5.188120e-06
2.281229e+03    5.085641e-06
2.292635e+03    4.985186e-06
2.304098e+03    4.886716e-06
2.315619e+03    4.790190e-06
2.327197e+03    4.695572e-06
2.338833e+03    4.602822e-06
2.350527e+03    4.511904e-06
2.362279e+03    4.422782e-06
2.374091e+03    4.335421e-06
2.385961e+03    4.249785e-06
2.397891e+03    4.165841e-06
2.409881e+03    4.083555e-06
2.421930e+03    4.002894e-06
2.434040e+03    3.923826e-06
2.446210e+03    3.846321e-06
2.458441e+03    3.770346e-06
2.470733e+03    3.695872e-06
2.483087e+03    3.622868e-06
2.495502e+03    3.551307e-06
2.507980e+03    3.481160e-06
2.520520e+03    3.412398e-06
2.533122e+03    3.344994e-06
2.545788e+03    3.278922e-06
2.558517e+03    3.214155e-06
2.571309e+03    3.150667e-06
2.584166e+03    3.088433e-06
2.597087e+03    3.027428e-06
2.610072e+03    2.967629e-06
2.623122e+03    2.909010e-06
2.636238e+03    2.851550e-06
2.649419e+03    2.795224e-06
2.662666e+03    2.740011e-06
2.675980e+03    2.685889e-06
2.689360e+03    2.632836e-06
2.702806e+03    2.580830e-06
2.716320e+03    2.529852e-06
2.729902e+03    2.479881e-06
2.743552e+03    2.430897e-06
2.757269e+03    2.382880e-06
2.771056e+03    2.335812e-06
2.784911e+03    2.289674e-06
2.798836e+03    2.244447e-06
2.812830e+03    2.200113e-06
2.826894e+03    2.156655e-06
2.841028e+03    2.114056e-06
2.855233e+03    2.072298e-06
2.869510e+03    2.031364e-06
2.883857e+03    1.991240e-06
2.898276e+03    1.951908e-06
2.912768e+03    1.913352e-06
2.927332e+03    1.875559e-06
2.941968e+03    1.838512e-06
2.956678e+03    1.802196e-06
2.971462e+03    1.766598e-06
2.986319e+03    1.731703e-06
3.001250e+03    1.697498e-06
3.016257e+03    1.663968e-06
3.031338e+03    1.631100e-06
3.046495e+03    1.598881e-06
3.061727e+03    1.567299e-06
3.077036e+03    1.536341e-06
3.092421e+03    1.505994e-06
3.107883e+03    1.476247e-06
3.123422e+03    1.447087e-06
3.139040e+03    1.418504e-06
3.154735e+03    1.390484e-06
3.170508e+03    1.363019e-06
3.186361e+03    1.336096e-06
3.202293e+03    1.309704e-06
3.218304e+03    1.283834e-06
3.234396e+03    1.258475e-06
3.250568e+03    1.233617e-06
3.266821e+03    1.209250e-06
3.283155e+03    1.185364e-06
3.299571e+03    1.161950e-06
3.316068e+03    1.138998e-06
3.332649e+03    1.116500e-06
3.349312e+03    1.094447e-06
3.366059e+03    1.072828e-06
3.382889e+03    1.051637e-06
3.399803e+03    1.030865e-06
3.416802e+03    1.010502e-06
3.433886e+03    9.905423e-07
3.451056e+03    9.709766e-07
3.468311e+03    9.517972e-07
3.485653e+03    9.329968e-07
3.503081e+03    9.145677e-07
3.520596e+03    8.965026e-07
3.538199e+03    8.787943e-07
3.555890e+03    8.614358e-07
3.573670e+03    8.444202e-07
3.591538e+03    8.277408e-07
3.609496e+03    8.113907e-07
3.627543e+03    7.953637e-07
3.645681e+03    7.796532e-07
3.663909e+03    7.642530e-07
3.682229e+03    7.491570e-07
3.700640e+03    7.343592e-07
3.719143e+03    7.198537e-07
3.737739e+03    7.056347e-07
3.756428e+03    6.916966e-07
3.775210e+03    6.780338e-07
3.794086e+03    6.646409e-07
3.813056e+03    6.515125e-07
3.832121e+03    6.386434e-07
3.851282e+03    6.260285e-07
3.870538e+03    6.136629e-07
3.889891e+03    6.015414e-07
3.909341e+03    5.896594e-07
3.928887e+03    5.780121e-07
3.948532e+03    5.665949e-07
3.968274e+03    5.554031e-07
3.988116e+03    5.444325e-07
4.008056e+03    5.336785e-07
4.028097e+03    5.231370e-07
4.048237e+03    5.128037e-07
4.068478e+03    5.026745e-07
4.088821e+03    4.927453e-07
4.109265e+03    4.830123e-07
4.129811e+03    4.734716e-07
4.150460e+03    4.641193e-07
4.171212e+03    4.549517e-07
4.192069e+03    4.459653e-07
4.213029e+03    4.371563e-07
4.234094e+03    4.285213e-07
4.255265e+03    4.200569e-07
4.276541e+03    4.117597e-07
4.297924e+03    4.036264e-07
4.319413e+03    3.956537e-07
4.341010e+03    3.878385e-07
4.362715e+03    3.801777e-07
4.384529e+03    3.726682e-07
4.406452e+03    3.653070e-07
4.428484e+03    3.580913e-07
4.450626e+03    3.510180e-07
4.472879e+03    3.440845e-07
4.495244e+03    3.372879e-07
4.517720e+03    3.306256e-07
4.540309e+03    3.240949e-07
4.563010e+03    3.176932e-07
4.585825e+03    3.114179e-07
4.608754e+03    3.052666e-07
4.631798e+03    2.992368e-07
4.654957e+03    2.933261e-07
4.678232e+03    2.875322e-07
4.701623e+03    2.818526e-07
4.725131e+03    2.762853e-07
4.748757e+03    2.708280e-07
4.772500e+03    2.654784e-07
4.796363e+03    2.602345e-07
4.820345e+03    2.550942e-07
4.844447e+03    2.500554e-07
4.868669e+03    2.451162e-07
4.893012e+03    2.402745e-07
4.917477e+03    2.355285e-07
4.942065e+03    2.308762e-07
4.966775e+03    2.263158e-07
4.991609e+03    2.218454e-07
5.016567e+03    2.174634e-07
5.041650e+03    2.131680e-07
5.066858e+03    2.089573e-07
5.092192e+03    2.048299e-07
5.117653e+03    2.007840e-07
5.143241e+03    1.968180e-07
5.168958e+03    1.929303e-07
5.194802e+03    1.891194e-07
5.220776e+03    1.853838e-07
5.246880e+03    1.817220e-07
5.273115e+03    1.781325e-07
5.299480e+03    1.746139e-07
5.325978e+03    1.711649e-07
5.352608e+03    1.677839e-07
5.379371e+03    1.644697e-07
5.406267e+03    1.612210e-07
5.433299e+03    1.580365e-07
5.460465e+03    1.549149e-07
5.487768e+03    1.518549e-07
5.515206e+03    1.488554e-07
5.542782e+03    1.459151e-07
5.570496e+03    1.430329e-07
5.598349e+03    1.402076e-07
5.626341e+03    1.374382e-07
5.654472e+03    1.347234e-07
5.682745e+03    1.320623e-07
5.711158e+03    1.294537e-07
5.739714e+03    1.268966e-07
5.768413e+03    1.243901e-07
5.797255e+03    1.219331e-07
5.826241e+03    1.195246e-07
5.855372e+03    1.171637e-07
5.884649e+03    1.148494e-07
5.914072e+03    1.125808e-07
5.943643e+03    1.103570e-07
5.973361e+03    1.081772e-07
6.003228e+03    1.060404e-07
6.033244e+03    1.039458e-07
6.063410e+03    1.018926e-07
6.093727e+03    9.987999e-08
6.124196e+03    9.790710e-08
6.154817e+03    9.597318e-08
6.185591e+03    9.407746e-08
6.216519e+03    9.221919e-08
6.247601e+03    9.039762e-08
6.278839e+03    8.861203e-08
6.310234e+03    8.686171e-08
6.341785e+03    8.514597e-08
6.373494e+03    8.346412e-08
6.405361e+03    8.181548e-08
6.437388e+03    8.019941e-08
6.469575e+03    7.861527e-08
6.501923e+03    7.706241e-08
6.534432e+03    7.554023e-08
6.567105e+03    7.404811e-08
6.599940e+03    7.258547e-08
6.632940e+03    7.115172e-08
6.666105e+03    6.974629e-08
6.699435e+03    6.836862e-08
6.732932e+03    6.701816e-08
6.766597e+03    6.569438e-08
6.800430e+03    6.439674e-08
6.834432e+03    6.312474e-08
6.868604e+03    6.187786e-08
6.902947e+03    6.065561e-08
6.937462e+03    5.945751e-08
6.972149e+03    5.828307e-08
7.007010e+03    5.713182e-08
7.042045e+03    5.600332e-08
7.077255e+03    5.489711e-08
7.112642e+03    5.381275e-08
7.148205e+03    5.274981e-08
7.183946e+03    5.170786e-08
7.219866e+03    5.068650e-08
7.255965e+03    4.968531e-08
7.292245e+03    4.870389e-08
7.328706e+03    4.774187e-08
7.365349e+03    4.679884e-08
7.402176e+03    4.587444e-08
7.439187e+03    4.496830e-08
7.476383e+03    4.408006e-08
7.513765e+03    4.320937e-08
7.551334e+03    4.235587e-08
7.589090e+03    4.151923e-08
7.627036e+03    4.069912e-08
7.665171e+03    3.989520e-08
7.703497e+03    3.910717e-08
7.742014e+03    3.833470e-08
7.780724e+03    3.757749e-08
7.819628e+03    3.683524e-08
7.858726e+03    3.610765e-08
7.898020e+03    3.539443e-08
7.937510e+03    3.469529e-08
7.977197e+03    3.400997e-08
8.017083e+03    3.333819e-08
8.057169e+03    3.267967e-08
8.097455e+03    3.203416e-08
8.137942e+03    3.140140e-08
8.178632e+03    3.078115e-08
8.219525e+03    3.017314e-08
8.260622e+03    2.957714e-08
8.301926e+03    2.899291e-08
8.343435e+03    2.842023e-08
8.385152e+03    2.785886e-08
8.427078e+03    2.730857e-08
8.469214e+03    2.676916e-08
8.511560e+03    2.624040e-08
8.554117e+03    2.572208e-08
8.596888e+03    2.521400e-08
8.639872e+03    2.471596e-08
8.683072e+03    2.422775e-08
8.726487e+03    2.374919e-08
8.770120e+03    2.328009e-08
8.813970e+03    2.282024e-08
8.858040e+03    2.236948e-08
8.902330e+03    2.192763e-08
8.946842e+03    2.149450e-08
8.991576e+03    2.106993e-08
9.036534e+03    2.065374e-08
9.081717e+03    2.024578e-08
9.127125e+03    1.984587e-08
9.172761e+03    1.945386e-08
9.218625e+03    1.906960e-08
9.264718e+03    1.869293e-08
9.311041e+03    1.832369e-08
9.357597e+03    1.796175e-08
9.404385e+03    1.760696e-08
9.451407e+03    1.725918e-08
9.498664e+03    1.691826e-08
9.546157e+03    1.658408e-08
9.593888e+03    1.625650e-08
9.641857e+03    1.593540e-08
9.690066e+03    1.562063e-08
9.738517e+03    1.531208e-08
9.787209e+03    1.500960e-08
9.836145e+03    1.471136e-08
9.885326e+03    1.439921e-08
9.934753e+03    1.409806e-08
9.984426e+03    1.384972e-08
1.000000e+04    1.377301e-08
